Time,Depth
2019-03-03 14:43:27,5.646
2019-03-03 14:45:27,9.336
2019-03-03 14:45:29,9.315
2019-03-03 14:45:29,9.33
2019-03-03 14:48:12,9.786
2019-03-03 14:48:18,9.741
2019-03-03 14:49:04,12.489
2019-03-03 14:49:08,12.615
2019-03-03 14:49:32,10.17
2019-03-03 14:49:35,10.263
2019-03-03 14:49:38,10.245000000000001
2019-03-03 14:49:38,10.245000000000001
2019-03-03 14:49:46,6.198
2019-03-03 14:49:46,10.269
2019-03-03 14:49:46,6.186
2019-03-03 14:49:47,6.156
2019-03-03 14:49:48,6.132000000000001
2019-03-03 14:49:49,6.1080000000000005
2019-03-03 14:49:49,6.081
2019-03-03 14:49:50,6.0600000000000005
2019-03-03 14:49:51,6.057
2019-03-03 14:49:52,6.057
2019-03-03 14:49:53,6.039
2019-03-03 14:51:26,1.059
2019-03-03 14:51:39,10.233
2019-03-03 14:51:40,8.412
2019-03-03 14:51:41,8.391
2019-03-03 14:52:18,10.668000000000001
2019-03-03 14:52:29,1.02
2019-03-03 14:52:29,1.02
2019-03-03 14:52:30,1.0170000000000001
2019-03-03 14:52:31,1.0230000000000001
2019-03-03 14:52:34,1.0230000000000001
2019-03-03 14:52:35,1.014
2019-03-03 14:52:36,1.002
2019-03-03 14:53:08,1.044
2019-03-03 14:53:09,1.035
2019-03-03 14:53:41,1.035
2019-03-03 14:53:42,1.044
2019-03-03 14:53:43,1.032
2019-03-03 14:59:45,11.055
2019-03-03 14:59:46,11.205
2019-03-03 14:59:47,11.265
2019-03-03 14:59:49,11.061
2019-03-03 14:59:50,11.325000000000001
2019-03-03 14:59:51,11.4
2019-03-03 14:59:52,11.436
2019-03-03 14:59:53,11.502
2019-03-03 14:59:55,11.592
2019-03-03 14:59:57,11.583
2019-03-03 14:59:57,11.682
2019-03-03 15:00:55,11.394
2019-03-03 15:00:56,11.352
2019-03-03 15:00:57,11.289
2019-03-03 15:00:58,11.34
2019-03-03 15:00:59,11.409
2019-03-03 15:01:00,11.376
2019-03-03 15:01:01,11.328
2019-03-03 15:01:01,11.373000000000001
2019-03-03 15:01:02,11.442
2019-03-03 15:01:03,11.436
2019-03-03 15:01:04,11.412
2019-03-03 15:01:05,11.43
2019-03-03 15:01:05,11.409
2019-03-03 15:01:46,10.488
2019-03-03 15:01:47,10.44
2019-03-03 15:01:48,10.38
2019-03-03 15:01:49,10.374
2019-03-03 15:01:49,10.434000000000001
2019-03-03 15:01:50,10.503
2019-03-03 15:01:51,10.509
2019-03-03 15:01:52,10.476
2019-03-03 15:01:53,10.473
2019-03-03 15:01:53,10.464
2019-03-03 15:01:54,10.425
2019-03-03 15:01:56,10.389
2019-03-03 15:01:57,10.359
2019-03-03 15:01:57,10.389
2019-03-03 15:01:58,10.455
2019-03-03 15:01:59,10.464
2019-03-03 15:02:09,12.477
2019-03-03 15:02:09,12.519
2019-03-03 15:02:10,12.501
2019-03-03 15:02:11,12.465
2019-03-03 15:02:12,12.450000000000001
2019-03-03 15:02:14,12.339
2019-03-03 15:02:14,12.384
2019-03-03 15:14:40,12.216000000000001
2019-03-03 15:15:06,5.022
2019-03-03 15:15:07,5.007
2019-03-03 15:15:08,4.977
2019-03-03 15:15:09,4.9350000000000005
2019-03-03 15:15:09,4.9110000000000005
2019-03-03 15:15:10,4.914
2019-03-03 15:15:11,4.914
2019-03-03 15:15:12,4.896
2019-03-03 15:18:43,11.037
2019-03-03 15:20:27,6.609
2019-03-03 15:20:28,6.6000000000000005
2019-03-03 15:20:29,6.57
2019-03-03 15:20:29,6.525
2019-03-03 15:20:30,6.498
2019-03-03 15:20:31,6.471
2019-03-03 15:20:32,6.4350000000000005
2019-03-03 15:20:33,6.396
2019-03-03 15:22:09,0.615
2019-03-03 15:24:14,6.657
2019-03-03 15:25:26,1.065
2019-03-03 15:25:27,1.041
2019-03-03 15:25:28,1.029
2019-03-03 15:25:29,1.0110000000000001
2019-03-03 15:25:29,0.996
2019-03-03 15:25:30,0.96
2019-03-03 15:25:35,0.882
2019-03-03 15:25:39,0.921
2019-03-03 15:25:41,0.9420000000000001
2019-03-03 15:26:05,0.858
2019-03-03 15:26:06,0.867
2019-03-03 15:26:07,0.873
2019-03-03 15:26:08,0.873
2019-03-03 15:26:09,0.873
2019-03-03 15:26:09,0.867
2019-03-03 15:27:15,0.606
2019-03-03 15:33:47,8.097
2019-03-03 15:35:01,10.581
2019-03-03 15:41:33,10.944
2019-03-03 15:41:37,11.037
2019-03-03 15:41:37,11.058
2019-03-03 15:41:38,11.001
2019-03-03 15:41:39,10.938
2019-03-03 15:41:40,10.977
2019-03-03 15:41:41,11.01
2019-03-03 15:41:41,10.98
2019-03-03 15:41:42,10.947000000000001
2019-03-03 15:41:43,10.995000000000001
2019-03-03 15:41:46,11.046
2019-03-03 15:41:47,11.121
2019-03-03 15:41:48,11.103
2019-03-03 15:41:49,11.058
2019-03-03 15:41:49,11.073
2019-03-03 15:41:50,11.109
2019-03-03 15:41:51,11.127
2019-03-03 15:41:52,11.148
2019-03-03 15:43:31,12.099
2019-03-03 15:44:48,9.411
2019-03-03 15:44:49,9.426
2019-03-03 15:44:49,9.456
2019-03-03 15:45:27,10.752
2019-03-03 15:45:28,10.749
2019-03-03 15:45:29,10.674
2019-03-03 15:45:29,10.695
2019-03-03 15:45:30,10.788
2019-03-03 15:45:31,10.824
2019-03-03 15:45:32,10.803
2019-03-03 15:45:33,10.764
2019-03-03 15:45:33,10.752
2019-03-03 15:45:34,10.767
2019-03-03 15:45:35,10.773
2019-03-03 15:45:36,10.788
2019-03-03 15:45:37,10.818
2019-03-03 15:45:37,10.815
2019-03-03 15:45:38,10.809000000000001
2019-03-03 15:45:39,10.866
2019-03-03 15:45:40,10.905
2019-03-03 15:45:41,10.824
2019-03-03 15:45:41,10.764
2019-03-03 15:46:53,5.577
2019-03-03 15:46:54,5.541
2019-03-03 15:46:55,5.505
2019-03-03 15:46:56,5.472
2019-03-03 15:46:57,5.454
2019-03-03 15:46:57,5.439
2019-03-03 15:46:59,11.271
2019-03-03 15:47:00,11.283
2019-03-03 15:47:01,11.334
2019-03-03 15:48:51,0.657
2019-03-03 15:49:11,0.6960000000000001
2019-03-03 15:52:27,10.443
2019-03-03 15:53:47,11.352
2019-03-03 15:53:48,11.322000000000001
2019-03-03 15:53:49,11.295
2019-03-03 15:53:49,11.364
2019-03-03 15:53:50,11.436
2019-03-03 15:53:51,11.403
2019-03-03 15:53:52,11.373000000000001
2019-03-03 15:53:53,11.355
2019-03-03 15:53:53,11.352
2019-03-03 15:53:54,11.349
2019-03-03 15:53:55,11.361
2019-03-03 15:53:56,11.412
2019-03-03 15:53:57,11.424
2019-03-03 15:53:57,11.385
2019-03-03 15:53:58,11.388
2019-03-03 15:53:59,11.43
2019-03-03 15:54:00,11.424
2019-03-03 15:54:01,11.409
2019-03-03 15:54:22,0.891
2019-03-03 15:54:22,0.882
2019-03-03 15:54:26,0.783
2019-03-03 15:54:27,0.768
2019-03-03 15:54:28,0.756
2019-03-03 15:54:31,11.76
2019-03-03 15:54:31,11.814
2019-03-03 15:54:32,11.856
2019-03-03 15:54:33,12.165000000000001
2019-03-03 15:54:33,0.753
2019-03-03 15:54:33,11.757
2019-03-03 15:54:33,12.093
2019-03-03 15:54:34,11.769
2019-03-03 15:54:35,11.841000000000001
2019-03-03 15:54:36,11.88
2019-03-03 15:54:37,11.883000000000001
2019-03-03 15:54:37,11.826
2019-03-03 15:54:38,11.82
2019-03-03 15:54:39,11.889000000000001
2019-03-03 15:54:40,11.913
2019-03-03 15:54:41,11.886000000000001
2019-03-03 15:54:41,11.916
2019-03-03 15:55:24,0.579
2019-03-03 15:55:57,10.329
2019-03-03 15:56:56,10.989
2019-03-03 15:56:57,11.037
2019-03-03 15:56:57,11.067
2019-03-03 15:56:58,10.998000000000001
2019-03-03 15:56:59,10.938
2019-03-03 15:57:00,10.962
2019-03-03 15:57:01,11.016
2019-03-03 15:57:01,11.028
2019-03-03 15:57:02,11.01
2019-03-03 15:57:03,10.995000000000001
2019-03-03 15:57:04,11.016
2019-03-03 15:57:05,11.040000000000001
2019-03-03 15:57:05,11.007
2019-03-03 15:57:06,11.007
2019-03-03 15:57:07,11.043000000000001
2019-03-03 15:57:08,11.064
2019-03-03 15:57:09,11.055
2019-03-03 15:57:09,11.049
2019-03-03 15:57:11,11.1
2019-03-03 15:57:12,0.606
2019-03-03 15:57:13,0.615
2019-03-03 15:57:14,0.618
2019-03-03 15:57:14,0.612
2019-03-03 15:57:15,0.606
2019-03-03 15:57:16,0.6
2019-03-03 15:57:17,0.603
2019-03-03 15:57:53,11.502
2019-03-03 15:57:53,11.523
2019-03-03 15:57:55,11.523
2019-03-03 15:58:00,11.589
2019-03-03 15:58:07,10.632
2019-03-03 15:58:32,10.149000000000001
2019-03-03 15:58:33,10.137
2019-03-03 15:58:35,10.158
2019-03-03 15:58:36,10.188
2019-03-03 15:58:37,10.182
2019-03-03 15:58:38,10.107000000000001
2019-03-03 15:58:39,10.155
2019-03-03 15:58:43,10.239
2019-03-03 15:58:46,10.212
2019-03-03 15:59:43,11.694
2019-03-03 15:59:43,11.700000000000001
2019-03-03 15:59:44,11.706
2019-03-03 15:59:45,11.748000000000001
2019-03-03 15:59:46,11.781
2019-03-03 16:02:27,10.971
2019-03-03 16:02:27,10.935
2019-03-03 16:02:28,10.881
2019-03-03 16:02:29,10.902000000000001
2019-03-03 16:02:29,10.935
2019-03-03 16:02:30,10.917
2019-03-03 16:02:31,10.950000000000001
2019-03-03 16:03:14,11.181000000000001
2019-03-03 16:03:40,10.002
2019-03-03 16:03:41,10.05
2019-03-03 16:03:41,10.077
2019-03-03 16:03:42,10.086
2019-03-03 16:03:43,10.137
2019-03-03 16:03:44,10.173
2019-03-03 16:03:45,10.137
2019-03-03 16:03:45,10.11
2019-03-03 16:03:46,10.179
2019-03-03 16:03:47,10.281
2019-03-03 16:03:48,10.284
2019-03-03 16:03:49,10.194
2019-03-03 16:03:49,10.194
2019-03-03 16:03:59,10.845
2019-03-03 16:04:00,10.863
2019-03-03 16:04:01,10.875
2019-03-03 16:04:01,10.836
2019-03-03 16:04:02,10.86
2019-03-03 16:04:03,10.956
2019-03-03 16:04:04,11.004
2019-03-03 16:04:05,11.016
2019-03-03 16:04:05,11.028
2019-03-03 16:04:06,11.022
2019-03-03 16:04:07,11.058
2019-03-03 16:05:25,12.051
2019-03-03 16:05:27,12.105
2019-03-03 16:06:37,10.623000000000001
2019-03-03 16:07:11,11.226
2019-03-03 16:07:12,11.241
2019-03-03 16:07:13,11.292
2019-03-03 16:07:17,11.517
2019-03-03 16:07:19,11.442
2019-03-03 16:07:19,11.469
2019-03-03 16:07:20,11.499
2019-03-03 16:07:21,11.508000000000001
2019-03-03 16:07:21,11.526
2019-03-03 16:07:22,11.568
2019-03-03 16:07:23,11.61
2019-03-03 16:07:24,11.616
2019-03-03 16:07:25,11.655
2019-03-03 16:07:26,11.64
2019-03-03 16:07:33,9.066
2019-03-03 16:07:34,9.057
2019-03-03 16:07:35,9.06
2019-03-03 16:07:36,9.069
2019-03-03 16:07:37,9.09
2019-03-03 16:07:37,12.153
2019-03-03 16:07:51,9.087
2019-03-03 16:07:52,9.117
2019-03-03 16:07:53,9.144
2019-03-03 16:07:53,9.126
2019-03-03 16:07:54,9.111
2019-03-03 16:07:55,9.132
2019-03-03 16:14:52,10.554
2019-03-03 16:14:53,10.56
2019-03-03 16:14:53,10.557
2019-03-03 16:15:35,12.33
2019-03-03 16:15:51,11.469
2019-03-03 16:15:52,11.598
2019-03-03 16:15:55,11.547
2019-03-03 16:19:37,11.451
2019-03-03 16:19:37,11.478
2019-03-03 16:20:33,10.773
2019-03-03 16:20:34,10.74
2019-03-03 16:20:35,10.788
2019-03-03 16:20:36,10.833
2019-03-03 16:20:37,10.827
2019-03-03 16:20:37,10.773
2019-03-03 16:20:38,10.734
2019-03-03 16:20:39,10.767
2019-03-03 16:20:40,10.854000000000001
2019-03-03 16:20:41,10.905
2019-03-03 16:20:41,10.866
2019-03-03 16:20:42,10.821
2019-03-03 16:21:19,5.724
2019-03-03 16:21:20,5.7090000000000005
2019-03-03 16:21:21,5.673
2019-03-03 16:21:21,5.628
2019-03-03 16:21:22,5.589
2019-03-03 16:21:23,5.562
2019-03-03 16:21:24,5.538
2019-03-03 16:22:31,12.501
2019-03-03 16:22:51,5.799
2019-03-03 16:22:52,5.787
2019-03-03 16:22:53,5.757000000000001
2019-03-03 16:22:53,5.7330000000000005
2019-03-03 16:22:54,5.712
2019-03-03 16:24:00,10.725
2019-03-03 16:25:59,10.359
2019-03-03 16:25:59,10.338000000000001
2019-03-03 16:26:00,10.32
2019-03-03 16:26:01,10.347
2019-03-03 16:26:01,10.371
2019-03-03 16:26:02,10.359
2019-03-03 16:26:03,10.356
2019-03-03 16:26:04,10.365
2019-03-03 16:26:05,10.377
2019-03-03 16:26:05,10.434000000000001
2019-03-03 16:28:50,9.15
2019-03-03 16:28:51,9.120000000000001
2019-03-03 16:28:52,9.132
2019-03-03 16:28:53,9.18
2019-03-03 16:36:47,9.444
2019-03-03 16:36:50,9.519
2019-03-03 16:39:10,10.809000000000001
2019-03-03 16:39:11,10.851
2019-03-03 16:39:12,10.836
2019-03-03 16:39:13,10.842
2019-03-03 16:39:13,10.887
2019-03-03 16:39:14,10.923
2019-03-03 16:39:15,10.863
2019-03-03 16:39:16,10.818
2019-03-03 16:39:17,10.914
2019-03-03 16:39:17,11.034
2019-03-03 16:39:20,10.992
2019-03-03 16:39:34,10.917
2019-03-03 16:39:35,11.028
2019-03-03 16:39:37,11.043000000000001
2019-03-03 16:39:37,10.998000000000001
2019-03-03 16:39:38,11.001
2019-03-03 16:39:40,11.103
2019-03-03 16:39:47,9.534
2019-03-03 16:39:48,9.546
2019-03-03 16:43:07,6.015000000000001
2019-03-03 16:43:08,5.994
2019-03-03 16:43:09,5.949
2019-03-03 16:43:09,5.907
2019-03-03 16:43:10,5.889
2019-03-03 16:43:11,5.883
2019-03-03 16:43:13,5.766
2019-03-03 16:43:53,4.44
2019-03-03 16:43:55,4.314
2019-03-03 16:43:56,4.2780000000000005
2019-03-03 16:44:05,11.997
2019-03-03 16:44:06,11.937
2019-03-03 16:44:07,11.958
2019-03-03 16:44:08,12.09
2019-03-03 16:44:09,12.093
2019-03-03 16:44:10,12.042
2019-03-03 16:44:10,12.045
2019-03-03 16:44:11,12.063
2019-03-03 16:44:13,12.186
2019-03-03 16:44:14,12.159
2019-03-03 16:45:53,7.968
2019-03-03 16:45:53,7.974
2019-03-03 16:45:54,7.962
2019-03-03 16:45:55,7.932
2019-03-03 16:45:56,7.923
2019-03-03 16:45:57,7.92
2019-03-03 16:45:57,7.896
2019-03-03 16:45:58,7.869
2019-03-03 16:45:59,7.8660000000000005
2019-03-03 16:46:06,7.737
2019-03-03 16:46:07,7.7490000000000006
2019-03-03 16:46:08,7.758
2019-03-03 16:46:09,7.743
2019-03-03 16:46:09,7.722
2019-03-03 16:46:10,7.704
2019-03-03 16:46:17,7.5120000000000005
2019-03-03 16:46:57,10.713000000000001
2019-03-03 16:47:09,10.53
2019-03-03 16:48:12,10.464
2019-03-03 16:49:33,9.93
2019-03-03 16:49:47,11.781
2019-03-03 16:50:35,9.747
2019-03-03 16:51:29,6.276
2019-03-03 16:51:30,6.261
2019-03-03 16:51:31,6.243
2019-03-03 16:51:32,6.204
2019-03-03 16:51:33,6.162
2019-03-03 07:07:58,11.814
2019-03-03 07:10:41,8.757
2019-03-03 07:10:42,8.766
2019-03-03 07:11:20,10.254
2019-03-03 07:28:24,10.647
2019-03-03 07:28:25,10.689
2019-03-03 07:28:26,10.749
2019-03-03 07:28:27,10.749
2019-03-03 07:28:27,10.725
2019-03-03 07:28:28,10.743
2019-03-03 07:35:40,10.632
2019-03-03 07:35:40,10.623000000000001
2019-03-03 07:35:41,10.644
2019-03-03 07:35:42,10.656
2019-03-03 07:35:43,10.644
2019-03-03 07:35:43,10.647
2019-03-03 07:35:44,10.674
2019-03-03 07:35:45,10.707
2019-03-03 07:35:46,10.752
2019-03-03 07:35:47,10.806000000000001
2019-03-03 07:46:29,11.025
2019-03-03 07:46:30,11.049
2019-03-03 07:46:31,11.043000000000001
2019-03-03 07:46:31,11.079
2019-03-03 07:46:32,11.142
2019-03-03 07:46:33,11.157
2019-03-03 07:46:34,11.151
2019-03-03 07:46:35,11.16
2019-03-03 07:46:35,11.163
2019-03-03 07:46:36,11.199
2019-03-03 07:46:37,11.274000000000001
2019-03-03 07:46:38,11.319
2019-03-03 07:46:39,11.379
2019-03-03 08:01:49,11.829
2019-03-03 08:01:50,11.703
2019-03-03 08:01:53,11.889000000000001
2019-03-03 08:01:54,11.868
2019-03-03 08:01:56,11.973
2019-03-03 08:17:58,11.589
2019-03-03 08:17:59,11.574
2019-03-03 08:17:59,11.568
2019-03-03 08:18:00,11.619
2019-03-03 08:18:01,11.685
2019-03-03 08:18:02,11.679
2019-03-03 08:18:03,11.721
2019-03-03 08:18:03,11.721
2019-03-03 08:18:04,11.721
2019-03-03 08:18:06,11.823
2019-03-03 08:18:07,11.772
2019-03-03 08:18:08,11.859
2019-03-03 08:18:10,11.955
2019-03-03 08:50:45,0.633
2019-03-03 08:50:45,0.633
2019-03-03 08:51:57,1.068
2019-03-03 08:51:57,1.059
2019-03-03 08:52:06,0.714
2019-03-03 08:52:07,0.6990000000000001
2019-03-03 08:54:14,0.9450000000000001
2019-03-03 08:54:15,0.9420000000000001
2019-03-03 08:54:18,1.173
2019-03-03 08:54:19,1.173
2019-03-03 08:54:19,1.179
2019-03-03 08:54:34,0.666
2019-03-03 08:54:35,0.663
2019-03-03 08:54:35,1.302
2019-03-03 08:54:35,0.663
2019-03-03 08:54:35,1.284
2019-03-03 08:54:36,1.2750000000000001
2019-03-03 08:54:37,0.663
2019-03-03 08:54:37,1.266
2019-03-03 08:54:43,1.002
2019-03-03 08:54:45,1.056
2019-03-03 08:54:46,1.062
2019-03-03 08:54:49,1.155
2019-03-03 08:54:52,1.074
2019-03-03 08:54:53,1.068
2019-03-03 08:54:54,0.783
2019-03-03 08:54:54,1.068
2019-03-03 08:54:55,0.777
2019-03-03 08:54:55,1.068
2019-03-03 08:54:55,1.071
2019-03-03 08:54:56,1.074
2019-03-03 08:54:59,0.975
2019-03-03 08:54:59,0.981
2019-03-03 08:55:00,0.99
2019-03-03 08:55:01,0.996
2019-03-03 08:55:02,1.008
2019-03-03 08:56:58,13.68
2019-03-03 08:57:49,0.753
2019-03-03 08:57:50,0.75
2019-03-03 08:57:51,0.738
2019-03-03 08:57:51,0.729
2019-03-03 08:57:52,0.9390000000000001
2019-03-03 08:58:19,0.855
2019-03-03 08:58:19,0.852
2019-03-03 08:58:20,0.849
2019-03-03 08:58:21,1.077
2019-03-03 08:58:22,1.086
2019-03-03 08:58:23,1.101
2019-03-03 08:58:25,0.876
2019-03-03 08:58:25,0.888
2019-03-03 08:58:26,0.891
2019-03-03 09:00:15,1.191
2019-03-03 09:00:15,1.191
2019-03-03 09:00:16,1.185
2019-03-03 09:00:17,1.185
2019-03-03 09:00:18,1.185
2019-03-03 09:00:19,1.197
2019-03-03 09:00:20,1.077
2019-03-03 09:00:21,1.071
2019-03-03 09:00:21,1.074
2019-03-03 09:00:22,1.071
2019-03-03 09:00:47,1.242
2019-03-03 09:00:47,1.23
2019-03-03 09:00:48,1.212
2019-03-03 09:01:15,1.455
2019-03-03 09:01:15,0.747
2019-03-03 09:01:15,1.443
2019-03-03 09:01:16,1.437
2019-03-03 09:01:17,1.437
2019-03-03 09:01:45,1.431
2019-03-03 09:01:45,1.437
2019-03-03 09:01:46,1.452
2019-03-03 09:01:47,1.47
2019-03-03 09:01:47,1.479
2019-03-03 09:01:59,1.473
2019-03-03 09:02:00,1.476
2019-03-03 09:02:01,1.482
2019-03-03 09:02:02,1.2
2019-03-03 09:02:02,1.482
2019-03-03 09:02:03,1.206
2019-03-03 09:02:03,1.464
2019-03-03 09:02:03,1.218
2019-03-03 09:02:03,1.449
2019-03-03 09:02:19,0.9420000000000001
2019-03-03 09:02:19,0.9450000000000001
2019-03-03 09:02:20,0.9480000000000001
2019-03-03 09:02:52,1.104
2019-03-03 09:02:52,1.101
2019-03-03 09:02:53,1.101
2019-03-03 09:02:54,1.116
2019-03-03 09:02:57,1.08
2019-03-03 09:02:57,1.074
2019-03-03 09:02:58,1.068
2019-03-03 09:03:07,0.9540000000000001
2019-03-03 09:03:08,0.9540000000000001
2019-03-03 09:03:09,0.963
2019-03-03 09:03:10,0.9570000000000001
2019-03-03 09:03:11,0.9540000000000001
2019-03-03 09:03:12,0.9540000000000001
2019-03-03 09:03:13,0.927
2019-03-03 09:03:32,1.0050000000000001
2019-03-03 09:03:33,1.0110000000000001
2019-03-03 09:03:34,1.008
2019-03-03 09:06:15,0.885
2019-03-03 09:06:16,0.894
2019-03-03 09:12:23,0.657
2019-03-03 09:15:01,0.633
2019-03-03 09:15:09,0.666
2019-03-03 09:15:09,0.666
2019-03-03 09:15:10,0.66
2019-03-03 09:15:11,0.666
2019-03-03 09:15:11,0.666
2019-03-03 09:17:52,0.585
2019-03-03 09:17:53,0.594
2019-03-03 09:45:56,12.06
2019-03-03 09:59:09,11.415000000000001
2019-03-03 09:59:12,11.439
2019-03-03 09:59:16,11.34
2019-03-03 09:59:19,11.355
2019-03-03 09:59:19,11.325000000000001
2019-03-03 09:59:22,11.241
2019-03-03 09:59:23,11.241
2019-03-03 09:59:27,11.196
2019-03-03 09:59:41,10.965
2019-03-03 10:02:43,8.493
2019-03-03 10:02:43,8.484
2019-03-03 10:02:44,8.439
2019-03-03 10:02:45,8.385
2019-03-03 10:02:46,8.364
2019-03-03 10:02:47,8.364
2019-03-03 10:02:47,8.358
2019-03-03 10:02:48,8.346
2019-03-03 10:02:49,8.313
2019-03-03 10:02:52,8.193
2019-03-03 10:46:27,1.095
2019-03-03 10:46:27,1.095
2019-03-03 10:46:28,1.092
2019-03-03 10:48:32,0.771
2019-03-03 10:48:35,0.711
2019-03-03 10:48:35,0.717
2019-03-03 10:48:36,0.723
2019-03-03 10:48:37,0.735
2019-03-03 10:48:53,1.074
2019-03-03 10:48:53,1.074
2019-03-03 10:48:54,1.074
2019-03-03 10:48:55,1.074
2019-03-03 10:49:03,1.065
2019-03-03 10:49:04,1.062
2019-03-03 10:49:05,1.062
2019-03-03 10:49:06,1.059
2019-03-03 10:49:09,1.071
2019-03-03 10:50:56,0.846
2019-03-03 10:50:56,0.852
2019-03-03 10:51:04,1.167
2019-03-03 10:51:05,1.182
2019-03-03 10:51:06,1.191
2019-03-03 10:51:07,1.197
2019-03-03 10:51:31,0.894
2019-03-03 10:51:31,0.882
2019-03-03 10:51:32,0.87
2019-03-03 10:51:33,0.867
2019-03-03 10:51:34,0.867
2019-03-03 10:51:35,0.855
2019-03-03 10:51:46,0.732
2019-03-03 10:51:47,0.729
2019-03-03 10:51:47,0.726
2019-03-03 10:51:48,0.726
2019-03-03 10:52:01,0.9450000000000001
2019-03-03 10:52:01,0.9450000000000001
2019-03-03 10:52:02,0.9390000000000001
2019-03-03 10:52:31,1.065
2019-03-03 10:52:32,1.062
2019-03-03 10:52:33,1.056
2019-03-03 10:52:34,1.08
2019-03-03 10:52:35,1.095
2019-03-03 10:52:48,11.325000000000001
2019-03-03 10:53:14,11.235
2019-03-03 10:53:15,11.265
2019-03-03 10:53:16,11.256
2019-03-03 10:53:17,11.286
2019-03-03 10:53:18,11.325000000000001
2019-03-03 10:53:19,11.286
2019-03-03 10:53:19,11.199
2019-03-03 10:53:20,11.181000000000001
2019-03-03 10:53:21,11.301
2019-03-03 10:53:23,11.235
2019-03-03 10:53:23,11.22
2019-03-03 10:53:25,11.274000000000001
2019-03-03 10:53:26,11.211
2019-03-03 10:53:27,11.22
2019-03-03 10:53:27,11.301
2019-03-03 10:53:29,11.214
2019-03-03 10:53:30,11.151
2019-03-03 10:53:31,11.199
2019-03-03 10:53:31,11.256
2019-03-03 10:53:32,11.247
2019-03-03 10:53:49,11.163
2019-03-03 10:53:49,11.088000000000001
2019-03-03 10:53:50,11.091000000000001
2019-03-03 10:53:51,11.253
2019-03-03 10:53:53,11.175
2019-03-03 10:53:53,11.142
2019-03-03 10:53:54,11.13
2019-03-03 10:54:00,11.097
2019-03-03 10:54:01,11.124
2019-03-03 10:54:01,11.868
2019-03-03 10:54:06,1.197
2019-03-03 10:54:07,11.952
2019-03-03 10:54:08,11.058
2019-03-03 10:54:09,11.865
2019-03-03 10:54:10,1.272
2019-03-03 10:54:10,11.937
2019-03-03 10:54:11,1.2630000000000001
2019-03-03 10:54:11,12.024000000000001
2019-03-03 10:54:11,1.26
2019-03-03 10:54:11,11.07
2019-03-03 10:54:12,1.2570000000000001
2019-03-03 10:54:12,11.052
2019-03-03 10:54:15,11.007
